,Bed,Plate,Brush,Wallet,Briefcase,Motor,Printer,Calculator
Bed,0.0,0.9916653622891333,0.7901175869199338,1.1688896233875867,0.8137362230414512,0.9901144740334484,0.6772710859461442,0.9136361682630882
Plate,0.9916653622891333,0.0,0.8760762746412707,1.09954182165378,1.037465012152346,1.1847143163279905,1.0846705389226863,0.9999964698821268
Brush,0.7901175869199338,0.8760762746412707,0.0,0.7281114266307606,0.5861438400390615,1.0850510064039018,1.2407857373817313,1.29413961866505
Wallet,1.1688896233875867,1.09954182165378,0.7281114266307606,0.0,0.30806787106515915,1.0000590924097412,1.0830844189317195,0.5996247450428986
Briefcase,0.8137362230414512,1.037465012152346,0.5861438400390615,0.30806787106515915,0.0,1.1777121811864109,1.0670694183468719,0.6550249227592139
Motor,0.9901144740334484,1.1847143163279905,1.0850510064039018,1.0000590924097412,1.1777121811864109,0.0,0.508995777109831,1.0000137745139983
Printer,0.6772710859461442,1.0846705389226863,1.2407857373817313,1.0830844189317195,1.0670694183468719,0.508995777109831,0.0,0.6813361740973175
Calculator,0.9136361682630882,0.9999964698821268,1.29413961866505,0.5996247450428986,0.6550249227592139,1.0000137745139983,0.6813361740973175,0.0
