,"(Q,K,V)",Train Loss,Test Loss,D11,D22,D11*,D22*,D12*,C1,C2,C3
0,"(9, 6, 5)",8.192756722201009e-05,8.192271952138978e-05,0.5240515075964585,0.6139014509394933,0.5240515089099231,0.6139014362235667,1.4144910214746031,1.0000000025063656,0.9999999760288454,0.4022482037203662
1,"(9, 6, 6)",8.509640921802202e-05,8.506705048785079e-05,0.5352342793188922,0.6122184658616107,0.5352342798893884,0.6122184693312493,1.4501294098073094,1.0000000010658814,1.0000000056673213,0.3956380518388043
2,"(9, 7, 5)",8.04642142040393e-05,8.05104200349888e-05,0.5622573549677232,0.5784237324883974,0.5622573549677232,0.5784237324883974,1.453025134473914,1.0,1.0,0.39251939295224875
3,"(9, 7, 6)",8.06969234297867e-05,8.071348091471006e-05,0.5182430749962238,0.5772040480284385,0.5182430749962238,0.5772040480284385,1.4207720985025838,1.0,1.0,0.38551120344325585
4,"(10, 6, 5)",8.090932872946723e-05,8.090576047543437e-05,0.5393855935575874,0.5622147678450463,0.5393855997313356,0.5622147618253198,1.4180171179615235,1.00000001144589,0.9999999892928346,0.38842985306844025
5,"(10, 6, 6)",8.09070244689792e-05,8.090711837576236e-05,0.489500942223428,0.561968247531832,0.489500942223428,0.561968247531832,1.4934209162737144,1.0,1.0,0.3520337696818981
6,"(10, 7, 5)",8.193899274701834e-05,8.194341776543298e-05,0.5177010933734251,0.5830888810270493,0.5177010941540767,0.5830888814089293,1.45978636120165,1.0000000015079196,1.0000000006549261,0.37703803954466003
7,"(10, 7, 6)",8.3117400199626e-05,8.310489309369581e-05,0.5708971382203504,0.5746686986740512,0.5708971345803825,0.5746687038794153,1.4480504808713386,0.9999999936241266,1.000000009058026,0.39555452437351285
